"","y10b224","y10b225","yob","gender","w10edu","sampid","y10a034","y10g101","y10a065","y10a080","y10b308","y10b156z","y10b161","w10type","y10f310","y10g500","y10b22","y10g7"
"1113",1,2500,1989,1,4,3157,NA,1,NA,NA,1,1,1,5,1,2,40,2000
"1114",2,200,1989,2,4,3158,NA,1,NA,NA,1,2,1,5,1,2,40,1800
"1115",1,3500,1978,1,4,3159,NA,4,NA,NA,1,8,1,5,2,1,52,4000
"1116",NA,NA,1980,2,4,3160,NA,2,NA,NA,NA,NA,NA,6,2,1,NA,2000
"1117",NA,NA,1983,2,4,3161,NA,2,NA,NA,NA,NA,NA,6,1,1,NA,2500
"1118",NA,NA,1984,2,4,3162,NA,1,NA,NA,NA,NA,NA,6,2,2,NA,2000
"1119",2,350,1980,1,4,3164,NA,2,NA,NA,1,6,1,5,1,1,50,5000
"1120",2,350,1981,2,4,3166,NA,2,NA,NA,1,0,1,5,1,1,40,5000
"1121",1,2400,1986,2,4,3168,NA,2,NA,NA,1,3,1,5,1,2,48,2800
"1122",2,200,1991,2,4,3172,NA,1,NA,NA,1,0,1,5,2,2,42,1800
"1123",2,150,1990,2,4,3174,NA,1,NA,NA,1,0,1,5,2,2,40,2000
"1124",2,300,1981,2,4,3175,NA,2,NA,NA,2,2,1,5,3,1,30,4000
"1125",2,180,1989,1,4,3176,NA,1,NA,NA,1,1,1,5,4,2,40,2400
"1126",1,5000,1988,1,4,3178,NA,1,NA,NA,1,1,1,5,3,2,44,5000
"1127",NA,NA,1991,2,4,3179,NA,1,NA,NA,NA,NA,NA,6,1,2,NA,3000
"1128",2,220,1986,2,4,3188,NA,1,NA,NA,1,1,1,5,2,2,40,2700
"1129",2,200,1988,2,4,3191,NA,1,NA,NA,1,1,1,5,3,2,42,3000
"1130",2,150,1990,1,4,3192,NA,1,NA,NA,2,8,2,5,2,2,48,2400
"1131",2,150,1979,1,4,3194,NA,1,NA,NA,2,0,2,5,2,2,54,2400
"1132",2,180,1984,1,4,3197,NA,1,NA,NA,1,1,1,5,1,2,40,3000
"1133",NA,NA,1992,1,4,3198,4,1,1,5,NA,NA,NA,4,NA,2,NA,NA
"1134",2,180,1984,1,4,3202,NA,1,NA,NA,1,0,1,5,1,2,40,2400
"1135",2,180,1982,2,4,3203,NA,2,NA,NA,1,0,1,5,1,1,44,2400
"1136",1,3300,1988,2,4,3205,NA,1,NA,NA,1,0,1,5,1,2,40,3500
"1137",2,150,1989,1,4,3206,NA,1,NA,NA,1,0,1,5,2,2,54,2400
"1138",NA,NA,1982,2,4,3207,NA,2,NA,NA,NA,NA,NA,6,2,2,NA,2000
"1139",2,180,1984,2,4,3208,NA,1,NA,NA,1,3,1,5,1,2,40,2400
"1140",1,2800,1982,2,5,3210,NA,1,NA,NA,1,3,1,5,1,2,40,3200
"1141",2,180,1990,2,4,3211,NA,1,NA,NA,2,0,2,5,2,2,40,2400
"1142",1,3800,1982,1,4,3212,NA,1,NA,NA,1,0,1,5,1,2,56,4000
"1143",2,130,1990,2,4,3214,NA,1,NA,NA,1,0,1,5,2,2,40,1500
"1144",2,150,1986,2,4,3215,NA,1,NA,NA,1,1,1,5,1,2,40,2000
"1145",NA,NA,1992,2,4,3226,NA,1,NA,NA,NA,NA,NA,6,2,2,NA,2400
"1146",1,3400,1992,2,4,3227,NA,1,NA,NA,1,0,1,5,1,2,40,3500
"1147",2,180,1991,2,4,3229,NA,1,NA,NA,1,3,1,5,1,2,48,2400
"1148",2,90,1992,2,4,3235,NA,1,NA,NA,2,2,2,5,4,2,30,1500
"1149",1,5500,1984,1,4,3238,NA,2,NA,NA,1,0,1,5,1,2,52,5500
"1150",1,5500,1980,1,4,3239,NA,2,NA,NA,1,0,1,5,5,2,40,4000
"1151",2,250,1985,1,4,3244,NA,2,NA,NA,1,0,1,5,4,2,30,3000
"1152",2,280,1983,2,4,3247,NA,1,NA,NA,1,4,1,5,4,2,48,2800
"1153",NA,NA,1990,2,4,3255,NA,1,NA,NA,NA,NA,NA,6,4,2,NA,1200
"1154",2,230,1980,2,4,3258,NA,2,NA,NA,1,0,1,5,5,1,40,2400
"1155",1,3000,1980,2,4,3261,NA,1,NA,NA,1,2,1,5,1,2,40,3300
"1156",NA,NA,1991,1,4,3262,NA,1,NA,NA,NA,NA,NA,6,2,2,NA,2000
"1157",NA,NA,1988,2,4,3263,NA,1,NA,NA,NA,NA,NA,6,1,2,NA,1800
"1158",1,2400,1982,1,4,3268,NA,1,NA,NA,NA,2,5,5,2,2,35,2800
"1159",2,160,1983,2,4,3271,NA,2,NA,NA,1,0,1,5,1,2,40,2000
"1160",1,4200,1980,1,4,3274,NA,1,NA,NA,1,0,1,5,1,2,40,3000
"1161",1,3000,1982,1,4,3275,NA,1,NA,NA,1,1,1,5,2,2,40,2500
"1162",NA,NA,1990,2,4,3276,NA,1,NA,NA,NA,NA,NA,6,1,2,NA,3000
"1163",NA,NA,1991,2,4,3277,1,1,1,5,NA,NA,NA,4,1,2,NA,NA
"1164",1,4000,1985,1,4,3278,NA,2,NA,NA,1,0,1,5,1,2,40,2400
"1165",2,200,1988,2,4,3279,NA,1,NA,NA,1,0,1,5,1,2,40,2000
"1166",2,180,1990,2,4,3290,NA,1,NA,NA,1,0,1,5,1,2,40,1800
"1167",NA,NA,1990,2,4,3292,2,1,2,5,NA,NA,NA,4,1,2,NA,NA
"1168",2,250,1984,1,4,3293,NA,1,NA,NA,1,0,1,5,1,2,40,3000
"1169",2,250,1985,2,4,3294,NA,1,NA,NA,1,0,1,5,1,2,40,2400
"1170",2,130,1992,2,4,3297,NA,1,NA,NA,2,2,2,5,1,2,40,2000
"1171",1,4300,1985,1,4,3298,NA,2,NA,NA,1,0,1,5,1,2,50,3000
"1172",NA,NA,1984,2,4,3304,NA,2,NA,NA,NA,NA,NA,6,1,1,NA,2500
"1173",1,3000,1989,2,4,3306,NA,1,NA,NA,1,2,1,5,1,2,40,2400
"1174",1,3000,1993,2,4,3310,NA,1,NA,NA,1,0,1,5,1,2,45,2000
"1175",NA,NA,1986,2,4,3314,NA,2,NA,NA,NA,NA,NA,6,2,1,NA,2400
"1176",1,4000,1984,2,4,3319,NA,2,NA,NA,1,2,1,5,1,1,48,1500
"1177",2,270,1983,1,4,3321,NA,1,NA,NA,1,8,1,5,1,2,48,1500
"1178",1,2700,1987,2,4,3323,NA,1,NA,NA,1,6,1,5,1,2,40,2000
"1179",1,4500,1978,2,4,3326,NA,2,NA,NA,1,2,1,5,1,1,40,2500
"1180",1,3000,1985,1,4,3332,NA,2,NA,NA,1,2,1,5,1,2,40,1500
"1181",NA,NA,1991,2,4,3335,NA,1,NA,NA,NA,NA,NA,6,1,2,NA,1500
"1182",2,250,1985,2,4,3340,NA,2,NA,NA,1,0,1,5,2,2,48,2000
"1183",1,3700,1983,2,4,3341,NA,2,NA,NA,1,2,1,5,1,1,40,2500
"1184",1,2700,1987,1,4,3343,NA,1,NA,NA,1,1,1,5,1,2,40,2000
"1185",1,2800,1979,2,4,3344,NA,2,NA,NA,1,3,1,5,1,1,40,2000
"1186",1,3500,1984,1,4,3345,NA,2,NA,NA,1,0,1,5,1,1,40,2000
"1187",NA,NA,1987,2,4,3348,NA,1,NA,NA,NA,NA,NA,6,1,2,NA,1500
"1188",1,2000,1991,1,4,3353,NA,1,NA,NA,1,1,1,5,1,2,48,1500
"1189",NA,NA,1991,1,4,3357,NA,1,NA,NA,NA,NA,NA,6,4,2,NA,3000
"1190",NA,NA,1987,2,4,3358,NA,1,NA,NA,NA,NA,NA,6,3,2,NA,3000
"1191",NA,NA,1984,2,4,3361,NA,2,NA,NA,NA,NA,NA,6,4,1,NA,3000
"1192",NA,NA,1989,1,4,3367,NA,1,NA,NA,NA,NA,NA,6,2,2,NA,2500
"1193",1,4000,1990,1,4,3370,NA,1,NA,NA,1,6,1,5,3,2,45,5000
"1194",2,250,1989,1,4,3371,NA,1,NA,NA,1,0,1,5,2,2,54,3500
"1195",2,160,1984,2,4,3375,NA,1,NA,NA,1,2,1,5,1,2,83,2000
"1196",2,180,1986,2,5,3376,NA,1,NA,NA,2,2,2,5,2,2,40,3000
"1197",2,200,1985,2,4,3377,NA,1,NA,NA,1,0,1,5,2,2,40,2500
"1198",2,180,1982,2,4,3378,NA,1,NA,NA,1,0,1,5,2,2,40,3000
"1199",2,150,1987,2,4,3379,NA,1,NA,NA,1,0,1,5,1,2,45,2000
"1200",2,400,1987,1,4,3381,NA,1,NA,NA,NA,6,5,5,2,2,54,2500
"1201",NA,NA,1983,2,4,3382,NA,2,NA,NA,NA,NA,NA,6,2,2,NA,2500
"1202",NA,NA,1979,2,4,3383,NA,2,NA,NA,NA,NA,NA,6,2,1,NA,2400
"1203",1,3000,1980,1,4,3384,NA,1,NA,NA,1,0,1,5,2,2,40,2500
"1204",NA,NA,1978,2,4,3385,NA,2,NA,NA,NA,NA,NA,6,2,1,NA,1800
"1205",2,180,1986,2,4,3386,NA,2,NA,NA,1,0,1,5,1,2,40,3000
"1206",2,300,1983,1,4,3387,NA,2,NA,NA,1,0,1,5,1,2,40,4000
"1207",2,150,1991,2,4,3391,NA,1,NA,NA,1,2,1,5,1,2,42,3000
"1208",2,200,1990,2,4,3392,NA,1,NA,NA,1,2,1,5,1,2,40,4000
"1209",2,180,1984,2,4,3393,NA,1,NA,NA,2,2,2,5,2,2,43,2400
"1210",2,160,1990,1,4,3395,NA,2,NA,NA,1,5,1,5,2,1,45,2500
"1211",NA,NA,1982,2,4,3398,NA,1,NA,NA,NA,NA,NA,6,2,2,NA,2400
"1212",2,150,1989,2,4,3401,NA,1,NA,NA,1,0,1,5,2,2,40,2400
"1213",2,200,1987,2,4,3402,NA,1,NA,NA,1,1,1,5,2,2,40,2400
"1214",2,240,1985,2,5,3403,NA,1,NA,NA,2,2,2,5,2,2,30,2400
"1215",2,180,1988,2,4,3404,NA,1,NA,NA,1,5,1,5,2,2,40,2400
"1216",1,3000,1989,1,4,3405,NA,1,NA,NA,1,1,1,5,2,2,40,2400
"1217",NA,NA,1989,1,4,3411,NA,1,NA,NA,NA,NA,NA,6,1,2,NA,2500
"1218",2,150,1991,2,4,3412,NA,1,NA,NA,1,2,1,5,1,2,45,2500
"1219",2,200,1990,1,4,3413,NA,1,NA,NA,1,0,1,5,1,2,42,4500
"1220",2,200,1987,2,4,3414,NA,2,NA,NA,1,0,1,5,1,2,45,4500
"1221",2,350,1989,2,4,3416,NA,1,NA,NA,1,3,1,5,1,2,40,3000
"1222",NA,NA,1978,2,4,3419,NA,2,NA,NA,NA,NA,NA,6,1,1,NA,2000
"1223",NA,NA,1990,1,4,3420,6,1,1,5,NA,NA,NA,4,2,2,NA,NA
"1224",2,150,1989,2,4,3421,NA,1,NA,NA,1,0,1,5,2,2,44,2000
"1225",2,400,1984,2,4,3422,NA,1,NA,NA,NA,2,5,5,1,2,40,5000
"1226",2,240,1986,2,4,3423,NA,1,NA,NA,1,6,1,5,2,2,40,3000
"1227",2,200,1989,2,4,3424,NA,1,NA,NA,1,5,1,5,1,2,54,3000
"1228",1,2500,1978,2,4,3429,NA,2,NA,NA,1,0,1,5,1,1,50,2500
"1229",2,130,1981,2,4,3433,NA,1,NA,NA,2,0,2,5,3,2,45,2500
"1230",2,150,1991,2,4,3436,NA,1,NA,NA,2,0,1,5,2,2,40,2500
"1231",2,200,1987,2,4,3437,NA,1,NA,NA,1,0,1,5,1,2,54,3000
"1232",1,2200,1991,1,4,3438,NA,1,NA,NA,1,4,1,5,2,2,50,3500
"1233",2,150,1986,2,4,3440,NA,1,NA,NA,1,2,1,5,1,2,48,2500
"1234",2,250,1987,1,4,3444,NA,1,NA,NA,1,1,1,5,2,2,40,3000
"1235",2,200,1989,2,4,3447,NA,1,NA,NA,1,4,1,5,1,2,40,3000
"1236",2,200,1987,1,5,3448,NA,1,NA,NA,1,0,1,5,1,2,40,4000
"1237",NA,NA,1991,2,4,3457,1,1,3,5,NA,NA,NA,3,1,2,NA,NA
"1238",NA,NA,1993,2,4,3468,NA,1,NA,NA,NA,NA,NA,6,1,2,NA,2500
"1239",NA,NA,1991,2,4,3469,NA,1,NA,NA,NA,NA,NA,6,1,2,NA,3000
"1240",NA,NA,1990,1,4,3472,NA,1,NA,NA,NA,NA,NA,6,1,2,NA,3000
"1241",2,200,1987,1,4,3473,NA,1,NA,NA,1,6,1,5,2,2,40,3000
"1242",NA,NA,1988,1,4,3475,5,1,3,5,NA,NA,NA,4,1,2,NA,NA
"1243",2,200,1987,2,4,3476,NA,1,NA,NA,1,0,1,5,1,2,40,3000
"1244",2,200,1984,2,4,3478,NA,2,NA,NA,1,2,1,5,2,1,48,4000
"1245",NA,NA,1992,1,5,3479,NA,1,NA,NA,NA,NA,NA,6,1,2,NA,3000
"1246",NA,NA,1991,2,4,3482,NA,1,NA,NA,NA,NA,NA,6,1,2,NA,3000
"1247",2,180,1988,2,4,3483,NA,1,NA,NA,1,0,1,5,1,2,40,3500
"1248",2,150,1989,1,4,3484,NA,1,NA,NA,1,4,1,5,1,2,40,3000
"1249",2,150,1989,1,4,3487,NA,1,NA,NA,2,4,2,5,1,2,40,3000
"1250",NA,NA,1989,2,5,3488,NA,1,NA,NA,NA,NA,NA,6,1,2,NA,3000
"1251",1,3300,1985,1,5,3489,NA,1,NA,NA,1,0,1,5,3,2,45,5000
"1252",NA,NA,1989,2,4,3493,NA,2,NA,NA,NA,NA,NA,6,1,1,NA,4000
"1253",1,2400,1989,2,4,3496,NA,1,NA,NA,1,0,1,5,2,2,50,2600
"1254",5,2,1988,2,4,3498,NA,1,NA,NA,2,4,2,5,1,2,60,1000
"1255",1,4800,1982,2,4,3502,NA,2,NA,NA,1,0,1,5,1,1,43,3000
"1256",NA,NA,1991,2,4,3504,NA,1,NA,NA,NA,NA,NA,6,3,2,NA,2600
"1257",2,320,1983,1,4,3510,NA,2,NA,NA,1,1,1,5,2,2,45,3800
"1258",1,3700,1982,1,5,3511,NA,2,NA,NA,1,0,1,5,2,1,40,4000
"1259",NA,NA,1991,2,4,3513,NA,1,NA,NA,NA,NA,NA,6,1,2,NA,1800
"1260",2,110,1991,2,4,3516,NA,1,NA,NA,2,0,2,5,5,2,44,2400
"1261",2,150,1980,2,4,3520,NA,2,NA,NA,1,6,1,5,1,2,40,3000
"1262",NA,NA,1990,2,4,3525,NA,1,NA,NA,NA,NA,NA,6,2,2,NA,2000
"1263",1,3000,1981,1,4,3529,NA,1,NA,NA,1,0,1,5,3,2,40,1800
"1264",1,4000,1992,2,4,3531,NA,1,NA,NA,1,0,1,5,3,2,40,3500
"1265",1,3000,1990,2,4,3532,NA,1,NA,NA,1,1,1,5,2,2,52,2800
"1266",2,200,1978,1,4,3535,NA,1,NA,NA,1,0,1,5,4,2,40,2500
"1267",2,300,1991,2,4,3540,NA,2,NA,NA,1,0,1,5,1,2,68,5000
"1268",1,4700,1981,1,4,3541,NA,1,NA,NA,1,0,1,5,1,2,46,3000
"1269",1,5100,1982,2,4,3550,NA,1,NA,NA,1,1,1,5,3,2,70,5500
"1270",2,160,1990,2,4,3554,NA,1,NA,NA,1,0,1,5,2,2,40,1500
"1271",NA,NA,1980,2,4,3568,NA,2,NA,NA,NA,NA,NA,6,2,1,NA,2400
"1272",2,130,1988,1,4,3573,NA,1,NA,NA,2,8,2,5,3,2,50,1500
"1273",1,4000,1990,2,4,3574,NA,1,NA,NA,1,0,1,5,1,2,47,3000
"1274",1,3000,1990,2,4,3576,NA,1,NA,NA,1,0,1,5,3,2,40,3000
"1275",1,5000,1978,1,4,3582,NA,2,NA,NA,1,0,1,5,3,1,54,5500
"1276",1,1500,1980,2,4,3583,NA,2,NA,NA,2,0,2,5,2,1,55,2400
"1277",1,3600,1979,2,4,3584,NA,2,NA,NA,1,0,1,5,1,1,45,2500
"1278",2,150,1989,2,4,3588,NA,1,NA,NA,2,2,2,5,2,2,30,3000
"1279",1,4000,1984,2,4,3589,NA,1,NA,NA,1,3,1,5,2,2,46,4000
"1280",1,4150,1989,1,4,3595,NA,1,NA,NA,1,0,1,5,2,2,40,4000
"1281",2,330,1990,2,4,3596,NA,1,NA,NA,1,0,1,5,2,2,40,4500
"1282",1,3600,1983,2,4,3601,NA,1,NA,NA,1,0,1,5,2,2,40,3600
"1283",NA,NA,1981,2,4,3602,NA,2,NA,NA,NA,NA,NA,6,1,2,NA,2000
"1284",2,330,1989,1,4,3604,NA,1,NA,NA,1,1,1,5,3,2,40,4000
"1285",2,900,1986,2,4,3605,NA,1,NA,NA,1,0,1,5,3,2,45,4000
"1286",1,9090908,1990,2,4,3612,NA,1,NA,NA,2,3,2,5,3,2,40,2400
"1287",NA,NA,1991,1,4,3613,NA,1,NA,NA,NA,NA,NA,6,3,2,NA,3600
"1288",2,230,1988,2,4,3617,NA,1,NA,NA,2,0,2,5,3,2,40,3000
"1289",2,230,1989,1,4,3618,NA,1,NA,NA,1,2,1,5,2,2,50,3000
"1290",NA,NA,1989,1,4,3619,NA,1,NA,NA,NA,NA,NA,6,2,2,NA,9090909
"1291",1,4300,1992,2,4,3621,NA,1,NA,NA,1,0,1,5,2,2,50,4000
"1292",1,9000,1987,1,4,3623,NA,1,NA,NA,1,0,1,5,1,2,40,2500
"1293",1,2800,1990,1,4,3635,NA,1,NA,NA,2,2,2,5,2,2,40,3000
"1294",1,9090908,1990,1,4,3636,NA,1,NA,NA,1,0,1,5,2,2,40,3000
"1295",1,3000,1989,1,4,3640,NA,1,NA,NA,1,8,1,5,2,2,46,3000
"1296",NA,NA,1988,2,4,3657,NA,2,NA,NA,NA,NA,NA,6,2,1,NA,3500
"1297",NA,NA,1992,1,4,3659,3,1,1,5,NA,NA,NA,3,2,2,NA,NA
"1298",2,300,1978,1,4,3661,NA,2,NA,NA,1,6,1,5,2,1,40,3000
"1299",NA,NA,1986,2,4,3666,NA,2,NA,NA,NA,NA,NA,6,2,2,NA,4000
"1300",NA,NA,1980,2,4,3667,NA,2,NA,NA,NA,NA,NA,6,2,2,NA,3000
"1301",2,400,1982,1,4,3672,NA,1,NA,NA,1,0,1,5,2,2,40,4000
"1302",2,380,1988,1,4,3673,NA,1,NA,NA,1,6,1,5,2,2,45,3000
"1303",2,450,1985,2,4,3674,NA,1,NA,NA,1,0,1,5,2,2,40,4500
"1304",2,220,1988,2,4,3678,NA,1,NA,NA,1,0,1,5,2,2,40,4000
"1305",1,3500,1988,1,4,3687,NA,1,NA,NA,1,1,1,5,2,2,48,3000
"1306",2,400,1984,1,4,3688,NA,2,NA,NA,NA,0,5,5,2,2,48,4000
"1307",1,3500,1982,2,4,3693,NA,1,NA,NA,1,0,1,5,2,2,40,3000
"1308",1,3500,1984,1,4,3694,NA,1,NA,NA,1,1,1,5,2,2,40,3500
"1309",2,120,1981,2,4,3698,6,1,1,5,1,0,1,5,2,2,42,4000
"1310",NA,NA,1978,2,4,3705,NA,2,NA,NA,NA,NA,NA,6,2,1,NA,4000
"1311",NA,NA,1990,2,4,3712,NA,1,NA,NA,NA,NA,NA,6,5,2,NA,2500
"1312",NA,NA,1992,2,4,3713,NA,1,NA,NA,NA,NA,NA,6,3,2,NA,2000
"1313",2,230,1978,1,4,3723,NA,1,NA,NA,2,2,2,5,2,2,30,3000
"1314",1,4000,1978,1,4,3724,NA,2,NA,NA,1,1,1,5,5,2,40,4600
"1315",2,350,1978,1,4,3726,NA,1,NA,NA,1,2,1,5,2,2,45,3000
"1316",2,150,1982,1,5,3730,NA,1,NA,NA,1,2,2,5,1,2,40,2400
"1317",1,3300,1982,2,4,3734,NA,2,NA,NA,1,0,1,5,2,1,40,2400
"1318",1,8000,1981,1,4,3735,NA,1,NA,NA,2,4,2,5,1,2,60,7000
"1319",NA,NA,1988,2,4,3736,NA,2,NA,NA,NA,NA,NA,6,3,1,NA,3000
"1320",1,3000,1991,2,4,3737,1,2,2,5,1,3,1,5,2,1,44,1800
"1321",2,240,1990,2,4,3742,NA,1,NA,NA,1,1,1,5,3,2,40,2400
"1322",NA,NA,1979,1,4,3747,NA,1,NA,NA,NA,NA,NA,6,4,2,NA,2400
"1323",1,3500,1983,2,4,3749,NA,2,NA,NA,1,0,1,5,1,2,40,3000
"1324",1,3600,1981,1,4,3750,NA,2,NA,NA,1,2,1,5,2,1,40,2400
"1325",2,60,1988,2,5,3758,NA,1,NA,NA,2,1,2,5,5,2,20,2500
"1326",1,6000,1991,1,4,3759,NA,1,NA,NA,1,0,1,5,2,2,55,3000
"1327",1,2600,1987,2,4,3760,NA,1,NA,NA,1,0,1,5,3,2,45,2400
"1328",2,150,1992,2,4,3762,NA,1,NA,NA,1,0,1,5,3,2,40,2000
"1329",NA,NA,1988,1,4,3769,NA,1,NA,NA,NA,NA,NA,6,2,2,NA,4000
"1330",1,2400,1983,1,4,3773,NA,1,NA,NA,2,8,1,5,4,2,42,2400
"1331",2,300,1990,1,4,3778,NA,1,NA,NA,1,5,1,5,1,2,75,3000
"1332",NA,NA,1989,2,4,3779,4,1,1,5,NA,NA,NA,4,2,2,NA,NA
"1333",1,4500,1987,2,4,3780,NA,1,NA,NA,1,1,1,5,2,2,40,3500
"1334",1,7000,1982,1,4,3781,NA,2,NA,NA,1,0,1,5,1,1,40,3600
"1335",2,180,1985,2,4,3782,NA,1,NA,NA,1,2,1,5,1,2,18,2000
"1336",2,170,1990,2,4,3785,NA,1,NA,NA,1,0,1,5,3,2,40,2000
"1337",NA,NA,1991,2,4,3786,NA,1,NA,NA,NA,NA,NA,6,1,2,NA,2000
"1338",1,2500,1986,2,4,3787,NA,2,NA,NA,1,0,1,5,4,2,40,2000
"1339",NA,NA,1979,2,4,3790,NA,2,NA,NA,NA,NA,NA,6,3,1,NA,2400
"1340",1,2500,1982,1,4,3791,NA,1,NA,NA,1,1,1,5,4,2,40,1800
"1341",1,2800,1982,1,5,3796,NA,1,NA,NA,1,6,1,5,2,2,40,2000
"1342",NA,NA,1980,1,4,3797,NA,2,NA,NA,NA,NA,NA,6,2,2,NA,2500
"1343",1,5500,1978,1,4,3798,NA,2,NA,NA,1,1,1,5,2,1,45,5000
"1344",NA,NA,1985,2,4,3799,NA,2,NA,NA,NA,NA,NA,6,2,1,NA,2000
"1345",2,300,1986,2,4,3800,NA,1,NA,NA,2,2,2,5,3,2,20,2500
"1346",2,350,1985,1,4,3808,NA,1,NA,NA,1,0,1,5,2,2,50,9000
"1347",2,200,1983,2,4,3809,NA,1,NA,NA,1,0,1,5,3,2,40,3500
"1348",NA,NA,1988,2,4,3811,NA,2,NA,NA,NA,NA,NA,6,2,2,NA,3000
"1349",NA,NA,1991,2,4,3815,NA,1,NA,NA,NA,NA,NA,6,1,2,NA,2000
"1350",NA,NA,1989,2,4,3817,NA,1,NA,NA,NA,NA,NA,6,2,2,NA,2000
"1351",1,4000,1979,1,4,3823,NA,2,NA,NA,1,0,1,5,2,1,40,3000
"1352",2,250,1990,2,4,3827,NA,1,NA,NA,2,4,1,5,1,2,45,3000
"1353",2,150,1991,2,4,3830,NA,1,NA,NA,1,5,1,5,2,2,40,3000
"1354",NA,NA,1988,2,4,3832,NA,1,NA,NA,NA,NA,NA,6,6,2,NA,2500
"1355",2,300,1988,1,4,3833,NA,1,NA,NA,1,0,1,5,2,2,40,3600
"1356",2,200,1991,2,4,3834,NA,1,NA,NA,1,0,1,5,2,2,55,3300
"1357",2,300,1992,1,4,3835,NA,1,NA,NA,1,2,1,5,2,2,45,2500
"1358",2,300,1984,2,4,3837,NA,1,NA,NA,1,1,1,5,2,2,43,4000
"1359",2,160,1980,1,4,3838,NA,1,NA,NA,1,6,1,5,3,2,50,2500
"1360",2,200,1988,2,4,3840,1,1,2,5,1,2,1,5,1,2,45,3500
"1361",2,100,1991,2,4,3843,NA,1,NA,NA,2,6,2,5,2,2,40,2400
"1362",2,600,1986,2,4,3846,NA,1,NA,NA,1,1,1,5,1,2,50,4000
"1363",2,500,1989,1,4,3848,NA,1,NA,NA,NA,8,4,5,1,2,60,2500
"1364",1,3700,1984,1,4,3860,NA,2,NA,NA,1,1,1,5,2,1,43,2500
"1365",1,4000,1986,2,4,3861,NA,1,NA,NA,1,0,1,5,2,2,40,4000
"1366",NA,NA,1991,1,4,3863,NA,1,NA,NA,NA,NA,NA,6,3,2,NA,2000
"1367",2,200,1989,1,5,3866,NA,1,NA,NA,2,0,2,5,2,2,40,3000
"1368",1,3000,1984,1,4,3867,NA,1,NA,NA,1,0,1,5,2,2,40,2500
"1369",2,440,1983,1,4,3869,NA,2,NA,NA,1,0,1,5,2,1,50,3000
"1370",2,200,1987,2,4,3870,NA,1,NA,NA,2,4,2,5,1,2,40,2400
"1371",2,200,1989,2,4,3878,NA,1,NA,NA,1,0,1,5,1,2,45,2400
"1372",1,2300,1989,2,4,3883,NA,1,NA,NA,1,0,1,5,1,2,43,2300
"1373",1,3500,1979,2,4,3885,NA,2,NA,NA,1,0,1,5,5,1,40,3500
"1374",NA,NA,1992,2,4,3887,NA,1,NA,NA,NA,NA,NA,6,2,2,NA,3000
"1375",2,230,1985,2,4,3890,NA,2,NA,NA,1,0,1,5,1,1,41,2800
"1376",NA,NA,1989,2,4,3895,NA,1,NA,NA,NA,NA,NA,6,2,2,NA,3000
"1377",1,3600,1988,2,4,3903,NA,1,NA,NA,1,2,1,5,1,2,40,3600
"1378",NA,NA,1988,1,4,3904,1,2,2,5,NA,NA,NA,4,2,1,NA,NA
"1379",NA,NA,1987,2,4,3905,NA,2,NA,NA,NA,NA,NA,6,2,1,NA,2400
"1380",NA,NA,1992,2,4,3906,NA,1,NA,NA,NA,NA,NA,6,2,2,NA,2000
"1381",1,4700,1987,2,4,3907,NA,1,NA,NA,1,0,1,5,2,2,44,4500
"1382",NA,NA,1992,2,4,3908,NA,1,NA,NA,NA,NA,NA,6,2,2,NA,2500
"1383",1,2500,1981,1,4,3911,NA,1,NA,NA,1,0,1,5,2,2,42,2000
"1384",NA,NA,1989,1,4,3912,NA,1,NA,NA,NA,NA,NA,6,2,2,NA,2500
"1385",1,6000,1983,1,5,3913,NA,2,NA,NA,1,1,1,5,1,1,40,3000
"1386",2,380,1983,1,4,3916,NA,1,NA,NA,1,0,1,5,3,2,43,2500
"1387",1,3000,1990,2,4,3918,NA,1,NA,NA,1,0,1,5,2,2,42,2500
"1388",2,100,1990,2,5,3920,NA,1,NA,NA,2,2,2,5,2,2,6,2200
"1389",NA,NA,1983,2,4,3921,NA,2,NA,NA,NA,NA,NA,6,1,1,NA,4000
"1390",2,200,1987,1,4,3934,NA,1,NA,NA,1,8,1,5,1,2,40,3600
"1391",NA,NA,1983,2,4,3935,NA,2,NA,NA,NA,NA,NA,6,2,1,NA,4000
"1392",1,4000,1981,1,4,3936,NA,1,NA,NA,1,0,1,5,1,2,40,6000
"1393",NA,NA,1980,2,5,3938,NA,2,NA,NA,NA,NA,NA,6,1,1,NA,3600
"1394",NA,NA,1988,2,5,3940,7,1,2,5,NA,NA,NA,4,1,2,NA,NA
"1395",NA,NA,1990,1,4,3943,NA,1,NA,NA,NA,NA,NA,6,1,2,NA,3800
"1396",1,4000,1987,1,4,3945,NA,1,NA,NA,1,1,1,5,1,2,40,5000
"1397",2,150,1990,2,4,3946,NA,1,NA,NA,2,2,2,5,1,2,35,3500
"1398",2,140,1990,1,4,3947,NA,1,NA,NA,2,2,2,5,5,2,48,2000
"1399",1,4000,1988,2,4,3950,NA,1,NA,NA,1,0,1,5,1,2,40,5000
"1400",NA,NA,1984,2,4,3951,NA,1,NA,NA,NA,NA,NA,6,1,2,NA,3000
"1401",1,3600,1990,2,4,3952,NA,1,NA,NA,1,2,1,5,1,2,40,4800
"1402",1,4800,1981,1,4,3965,NA,2,NA,NA,1,0,1,5,1,1,40,5000
